Mpp6:	2.9360161743736573
Dfna5:	5.22008339124392
Osbpl3:	4.005480415357769
Cycs:	7.906985204947854
5430402O13Rik:	3.5870725847550147
4921507P07Rik:	3.7979558225150165
Npvf:	5.767857142857142
C530044C16Rik:	1.9209241758142324
Mir148a:	-1.0
Gm6559:	3.6101701439679728
Nfe2l3:	3.509165820799114
Hnrnpa2b1:	7.321428571428569
Cbx3:	4.861715150068145
Snx10:	6.903019350653633
Skap2:	3.105034780491621
Halr1:	36.69880952380952
Hotairm1:	1.0
Hoxa2:	14.199999999999973
Hoxaas2:	0.6799999999999999
Hoxa3:	2.217967227315383
Hoxa4:	14.50000000000002
Hoxaas3:	1.2883116883116883
Hoxa5:	4.80952380952381
Hoxa6:	16.999999999999964
Hoxa7:	1.0416666666666667
Hoxa9:	3.439130434782609
Mir196b:	-1.0
Hoxa10:	1.2428211586901763
Hoxa11:	0.0
Hoxa11os:	4.666666666666667
Hoxa13:	1.0
Hottip:	1.5739130434782609
Evx1os:	1.2966507177033497
Evx1:	0.04545454545454538
1700094M24Rik:	5.862329090051864
Hibadh:	2.778322704279061
Tax1bp1:	2.235887528746303
Jazf1:	3.6032264155979834
Gm4872:	34.166666666666664
9430076C15Rik:	5.290822498173849
Creb5:	5.385049640916884
Tril:	1.1071428571428574
Cpvl:	4.28444915528464
4921529L05Rik:	5.36838854576081
Chn2:	2.7801583529406932
9130019P16Rik:	4.498434424125967
Prr15:	12.999999999999998
Wipf3:	8.434696985077661
Scrn1:	8.512199285340373
Fkbp14:	3.037285594550885
Plekha8:	4.600713205725305
Mturn:	11.333630102909213
Znrf2:	5.143090753390662
Nod1:	6.1423094094158115
Ggct:	3.7788854314002838
Gars:	3.4765698510736285
Crhr2:	3.9428740190701212
Inmt:	2.771428571428572
Fam188b:	2.614469169962929
Aqp1:	4.857142857142857
Ghrhr:	5.851851851851852
6430584L05Rik:	41.048809523809524
Adcyap1r1:	2.307521329294491
Neurod6:	2.0333333333333328
Gm3279:	10.12533185840708
Ccdc129:	4.749263599841032
Ppp1r17:	19.03333333333333
Pde1c:	2.3386749075090054
Lsm5:	4.084444444444444
Avl9:	3.0103140710812433
Kbtbd2:	8.897774357760149
Fkbp9:	5.092536751029259
Nt5c3:	4.241536700226856
Vmn1r4:	-0.29411764705882365
Vmn1r5:	-0.24999999999999997
Vmn1r7:	0.0408163265306124
Vmn1r8:	5.199999999999997
Vmn1r11:	1.8000000000000003
Vmn1r13:	1.3333333333333333
Vmn1r14:	1.4166666666666665
Vmn1r15:	2.0
Ppm1k:	2.794725580660708
Herc6:	2.916227227290656
Pyurf:	1.5769230769230769
Lancl2:	2.702750714741721
Vopp1:	6.064876216897139
Vmn1r27:	-0.40000000000000013
Vmn1r29:	0.0
Vmn1r30:	3.0
Abcg2:	4.9733160704101085
Herc3:	1.8821464205069716
Nap1l5:	-0.14285714285714277
Fam13a:	5.285487156785458
Tigd2:	0.9164733178654291
Gprin3:	10.14946178923872
