Mpp6:	71.62856494015915
Dfna5:	65.20032051282053
Osbpl3:	76.36805318786226
Cycs:	71.61089661089662
5430402O13Rik:	65.79626148705094
Mir6371:	0
4921507P07Rik:	58.9577380952381
Npvf:	69.4139194139194
C530044C16Rik:	68.13505074160813
Mir148a:	0.0
Gm6559:	44.41588785046729
Nfe2l3:	61.38398980991575
Hnrnpa2b1:	24.907677356656947
Cbx3:	67.9088511681462
Snx10:	73.37934891929439
Skap2:	71.60773165089466
Halr1:	56.26687988628288
Hoxa1:	20.689655172413794
Hotairm1:	7.6923076923076925
Hoxa2:	4.293785310734465
Hoxaas2:	6.0
Hoxa3:	11.143232095988003
Hoxa4:	8.611111111111112
Hoxaas3:	9.534632034632034
Hoxa5:	10.758377425044094
Hoxa6:	11.11111111111111
Mira:	15.277777777777784
Hoxa7:	5.104166666666667
Hoxa9:	15.46969696969697
Mir196b:	0.0
Hoxa10:	9.636363636363637
Hoxa11:	2.3255813953488373
Hoxa11os:	5.84192439862543
Hoxa13:	4.081632653061225
Hottip:	18.271604938271608
Evx1os:	19.047619047619047
Evx1:	6.784660766961653
1700094M24Rik:	66.96572348746263
Hibadh:	70.97320027837739
Tax1bp1:	66.04384028892457
Jazf1:	70.99994096173882
Gm4872:	76.44927536231884
9430076C15Rik:	66.72226250906454
Creb5:	67.84580294806472
Tril:	21.611721611721613
Cpvl:	68.76543158293889
4921529L05Rik:	71.737012987013
Chn2:	70.06055932945041
9130019P16Rik:	62.90471665905144
Prr15:	31.11111111111111
Wipf3:	70.50400534045396
Scrn1:	65.55265386787126
Fkbp14:	64.93553960659223
Plekha8:	71.86456930672868
Mturn:	53.6578947368421
Znrf2:	63.38956904393147
Nod1:	65.700187089696
Ggct:	60.339462517680346
Gars:	71.20235395745601
Crhr2:	62.58333333333333
Inmt:	70.4
Fam188b:	70.5358439425094
Aqp1:	70.34313725490198
Ghrhr:	64.23611111111111
6430584L05Rik:	62.294532627865976
Adcyap1r1:	66.08728030980042
Neurod6:	61.904761904761905
Gm3279:	66.51653439153439
Ccdc129:	63.30043495567797
Ppp1r17:	65.04329004329004
Pde1c:	65.04109169103663
Lsm5:	29.333333333333336
Avl9:	71.74848785668112
Kbtbd2:	69.48101055430898
Fkbp9:	59.431288819875775
Nt5c3:	64.86758779504892
Vmn1r4:	50.0
Vmn1r5:	75.0
Vmn1r6:	66.66666666666666
Vmn1r7:	30.35714285714286
Vmn1r8:	59.047619047619044
Vmn1r9:	0.0
Vmn1r10:	81.25
Vmn1r11:	70.0
Vmn1r12:	75.0
Vmn1r13:	77.77777777777777
Vmn1r14:	80.55555555555556
Vmn1r15:	75.0
Vmn1r16:	100.0
Vmn1r17:	39.58333333333333
Vmn1r18:	50.0
Vmn1r19:	0
Vmn1r20:	87.5
Ppm1k:	69.20745299476643
Herc6:	63.23376416486283
Pyurf:	37.22222222222222
Lancl2:	55.722222222222214
Vopp1:	60.28723662283804
Vmn1r21:	100.0
Vmn1r22:	50.0
Vmn1r23:	83.33333333333334
Vmn1r24:	33.333333333333336
Vmn1r25:	0.0
Vmn1r26:	100.0
Vmn1r27:	100.0
Vmn1r28:	50.0
Vmn1r29:	100.0
Vmn1r30:	100.0
Vmn1r31:	50.0
Abcg2:	65.78313840404627
Herc3:	78.04993499106125
Nap1l5:	45.45454545454545
Fam13a:	59.96358405116043
Tigd2:	49.166666666666664
Gprin3:	61.780567490153956
